,telegeram_channel_id,telegram_channel_name,telegeram_channel_type,message_id,message_type,text,created_at,update_at,hashtags,emojis,symbols,links,mentions
538,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12864,message,"የሚሸጥ ምርጥ ቤት ፊኒሺንግ የቀረዉ ጂ+3 ለመኖሪያ አመቺ ቦታ ኮንፓዉንድ ዉስጥ ሰፈር CMC ሚንስቴሮች ሰፈር ስፋት 500 ካሬ ሜትር ዋጋ 90,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-03T20:19:15,2023-08-21T08:47:02,[],♦️           👉     👉     👉    ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
540,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12866,message,"የሚሸጥ ምርጥ ቤት ፊኒሺንግ የቀረዉ ቤዝመት + ጂ+3 ለመኖሪያ አመቺ ቦታ ኮንፓዉንድ ዉስጥ ሰፈር CMC ሚንስቴሮች ሰፈር ስፋት 375 ካሬ ሜትር ዋጋ 62,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-03T20:31:52,2023-08-06T05:03:17,[],♦️             👉     👉     👉    ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
543,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12873,message,"የሚሸጡ የ40/60 ኮንዶሚኔየም ሱቆች :: ያት 2 ሳይት 4 ብሎክ 22 የቤት ቁጥር 210 ስፋት 10036 ካሬ ጫራታ የአሸነፈሁበት ዋጋ 47,55922 የእጅ 800,000 ብር አያት 2 ሳይት 4 ብሎክ 05 የቤት ቁጥር 209 ስፋት 5598ካሬ ጫራታ የአሸነፈሁበት ዋጋ 53,000 ብር የእጅ 600,000 ብር አያት 2 ሳይት 4 ብሎክ 06 የቤት ቁጥር 210 ስፋት 10036 ካሬ ጫራታ የአሸነፈሁበት ዋጋ 47,500 ብር የእጅ 800,000 ብር አያት 1 ሳይት 2 ብሎክ 27 የቤት ቁጥር 210 ስፋት 63 ካሬ ጫራታ የአሸነፈሁበት ዋጋ 41,000 ብር 50% ተከፊሎል ለእጅ 2,600,000 ብር አያት 1 ሳይት 2 ብሎክ 5 የቤት ቁጥር 207 ስፋት 9213 ካሬ ጫራታ 57600 የአሸነፈሁበት ዋጋ የእጅ 1000,000 ብር አያት 2 ሳይት 4 ብሎክ 13 የቤት ቁጥር 206 ስፋት 10578 ካሬ ጫራታ የአሸነፈሁበት ዋጋ 44,300 ብር የእጅ 800,000 ብር 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-04T18:15:17,2023-08-04T18:23:10,[],♦️     🔹                      🔹                     🔹                       🔹                       🔹                        🔹                     ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
544,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12874,message,"የሚሸጡ የ40/60 ኮንዶሚኔየም ሱቆች :: መሪ ሎቄ ብሎክ 6 የቤት ቁጥር 210 ስፋት 8808 ካሬ ጫራታ የአሸነፈሁበት ዋጋ 65,870 ብር የእጅ 1000,000 ብር አያት 2 ሳይት 4 ብሎክ 21 የቤት ቁጥር 206 ስፋት 10091 ካሬ ጫራታ የአሸነፈሁበት ዋጋ 44,100 ብር የእጅ 800,000 ብር አያት 2 ሳይት 4 ብሎክ 19 የቤት ቁጥር 210 ስፋት 10036 ካሬ ጫራታ የአሸነፈሁበት ዋጋ 44,000 ብር የእጅ 800,000 ብር 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-04T18:20:45,2023-09-06T17:30:54,[],♦️     🔹                     🔹                        🔹                      ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
546,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12883,message,"የሚሸጡ የ40/60 ኮንዶሚኔየም ሱቆች :: አያት 2 ሳይት 4 ብሎክ 26 የቤት ቁጥር 002 ስፋት 80 ካሬ ጫራታ የአሸነፈሁበት ዋጋ 33,000 ብር የእጅ 600,000 ብር አያት ባሻሌ ብሎክ 49 የቤት ቁጥር 003 ስፋት 137 ካሬ ጫራታ የአሸነፈሁበት ዋጋ 51,1550 ብር የእጅ 500,000 ብር 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-05T10:10:56,2023-08-28T12:00:15,[],♦️     🔹                       🔹                    ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
548,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12886,message,የሚሸጥ ምርጥ አፓርታማ ቤት ባለ 1መኝታና 2መኝታ ቤት የመኪና መቆሚያ ግራዉንድ ያለዉ ሰፈር አያት አካባቢ ስፋት ባለ 1መኝታ 84 ካሬ ሜትር ባለ 2መኝታ 145 ካሬ ሜትር ባለ 2መኝታ 152 ካሬ ሜትር የ1 ካሬ ዋጋ 1650 ዶረል የቅድሚያ ክፍያ 60% መግዛት ካልቻሉ 50% 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>,2023-08-05T11:14:07,2023-08-07T20:13:41,[],♦️            👉    👉                            👉      👉        ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
553,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12894,message,"በአስቸኳይ የሚሸጥ ምርጥ ቦታ ለመኖሪያ ቤት የሚሆን የለማ ሰፈር ውስጥ ከዋና አስፓልት አንድ ግልባጭ የ2009 ካሪታ ለልማት ታነሺ የተሰጠዉ መልሶ ማልማት ሲም መዞሪያ ሰሪቪስ ቤት ያለዉ ሙሉ ዶክመንት የተሞላለት ሰፈር አያት አካባቢ ከዋና አስፓልት ግሊባጭ ነዉ ስፋት 150 ካሬ ሜትር ዋጋ 11,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-06T05:41:52,2023-08-07T12:39:35,[],♦️              👉        👉      👉    👉        👉    👉     ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
556,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12904,message,"የሚሸጥ ምርጥ ቦታ ለ አፓርታማና ለመኖሪያ ቤት ለመስራት የሚሆን አመቺ ቦታ ሰፈር አያት አየር መንገድ ሁለት መንገድ ያለዉ 21 እና 10 ሜትር ለአስፓልት ቅርብ የሆነ የቦታዉ አቃመማጥ 25×20 ስፋት 500 ካሬ ሜትር ዋጋ 18,000,000 ሚሊየን እዘዉ አጠገቢ 250 ካሬ አለ ኢሱ ደሞ ከፊት ለፊት 1275 ነዉ 21 ሜትር መንገድ የያዘዉ ዋጋ 12,000,000 ሚሊየን 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-06T15:33:17,2023-08-06T18:20:32,[],♦️           👉     👉         👉    👉     👉     👉   🔹     👉       👉     👉    ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
557,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12905,message,"የሚሸጥ አፓርታማ ባለ 2መኝታ ቤት 4ኛ ፎቅ ላይ ሰፈር አያት ኖህ ሪል እስቴት ዉስጥ ለመኖሪያ በጣም አመቺ የሆነ ቦታ ዉሃና ማብራት የመይጠፋ 24 ሳኣት ሙሉ ጥበቃ ያለዉ ስፋት 93 ካሬ ሜትር ዋጋ 11,000,000 ሚሊየን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-06T15:48:06,2023-12-19T16:05:43,[],♦️         👉         👉              👉    👉     🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
559,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12907,message,"የሚሸጥ ምርጥ ቦታ አስፓልት ዳር 30 ሜትር መንገድ የያዘዉ ሰፈር አያት አካባቢ ስፋት 500 ካሬ በካሪታ / 600 ካሬ በይዞታ ዋጋ 50,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-06T17:45:49,2023-12-14T15:12:07,[],♦️         👉    👉          👉    ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
560,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12908,message,"የሚሸጥ ምርጥ ዘመናዊ G+2 ቤት ከጀሪባ ሰሪቪስ G+3 ያለዉ ለመኖሪያ አመቺ ቦታ የለማ መንደር ከአስፓልት 100 ሜትር የገባ:: ስፋት 250 ካሬ ሜትር ሰፈር አያት አካባቢ ለመኖሪያ ቤት ተካራይቶ ወራሃዊ ገቢ 120,000 ሺህ ብር አለዉ ከዋናዉ ቤት 2 ሳሎን / 2 ኪቺን 8 መኝታ / 6 መተጠቢያ ቤት ሰሪቪስ ለብቻ G+3 ነዉ በአንድ ፍሎር ላይ 1 ሳሎን 1 ኦፕን ኪቺን ያለው 1መኝታ 1መታጠቢያ ጊቢ ሁለት መኪና መቆሚያ ያለዉ",2023-08-06T18:12:08,2023-08-06T20:39:17,[],♦️                👉    👉    🔹         👉        👉        🔹   👉          👉    👉      👉,,[],[]
571,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12924,message,"የሚሸጥ ምርጥ ዘመናዊ ቤት ጂ+2 ለመኖሪያ አመቺ ቦታ ሰፈር አያት አካባቢ ኮፓዉንድ ዉስጥ ስፋት 150 ካሬ ሜትር ዋጋ 35,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-09T06:36:33,2023-09-23T20:16:10,[],♦️         👉      👉     👉    ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
572,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12925,message,"የሚሸጥ ምርጥ ዘመናዊ ቤት ቤ+ጂ+2 ለመኖሪያ አመቺ ቦታ ለአስፓልት ቅርብ የሆነ ሰፈር አያት አካባቢ ኮፓዉንድ ዉስጥ ስፋት 500 ካሬ ሜትር ዋጋ 110,000,000 ሚሊየን 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-09T12:54:26,2023-11-30T14:09:39,[],♦️            👉      👉     👉    ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
574,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12942,message,"የሚሸጥ ምርጥ ዘመናዊ ቤት ቤ+ጂ+3 ለመኖሪያ አመቺ ቦታ ሰፈር CMC ሚንስቴሮች ሰፈር ስፋት 380 ካሬ ሜትር ዋጋ 122,000,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-10T10:06:32,2023-08-10T10:50:18,[],♦️         👉     👉     👉    ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
584,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12958,message,አስቸኳይ የሚሸጥ 20/80 ኮንዶሚኒየም ቦታ አያት ቁ3,2023-08-10T11:21:38,2023-08-12T16:27:01,[],♦️     👉    ,,[],[]
586,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12967,message,"አስቸኳይ ሽያጭ 20/80 ኮንዶሚኒየም በአሪፍ የተሰራ ምርጥ ቤት ቦታ አያት አራብሳ ሳይት ስፋት 94 ካሬ ሜትር ባለ 3 መኝታ ቤት 1 መታጠቢያ ቤት 1 ኪቺን ያለዉ ደረጃ 3ኛ ፎቅ ላይ ዋጋ 6,300,000 ሚሊየን ብር 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-11T17:07:43,2023-08-11T17:52:30,[],♦️        👉     👉     👉     👉     👉    👉      👉      ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
593,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,12988,message,"የሚካራይ ገስት ሃዉስ ባለ 3መኝታ ቤት 1ኛ ፎቅ ላይ ሰፈር አያት ዋጋ 100,000 ብር 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-14T11:27:58,2023-08-14T11:28:15,[],♦️         👉      👉   ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
594,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,13007,message,"በአስቸኳይ የሚሸጥ ምርጥ ቦታ ለመኖሪያ ቤት የሚሆን ሰፈር አያት ስፋት 250 ካሬ ሜትር ዋጋ 12,500,000 ሚሊየን ይባላል 2% ኮምሽን ለስራችን እናስከፍላለን ‍ ዉድ ደንበኞቻችን ስለመረጣቹን እናመሰግናለን! ምን ይፈልጋሉ ቤት፣ቦታ፣ህንፃ፣መጋዘን የተለዩ የቢዝነስ ቤቶችና ቦታዎች መግዘት ወይም መሸጥ ይፈልጋሉ :: ለበለጠ መረጃ ይደዉሉ> Odeeffannoo dabalataaf bilbilaa>",2023-08-15T18:41:11,2023-08-15T19:50:31,[],♦️       👉    👉     👉     ❗️      🧍♂     ✍              ☎️    ☎️         👇       👇 📞,,[],[]
601,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,13045,message,የሚሸጥ ፊኒሽንግ የቀረዉ ጂ+3 ቤት የለማ መንደር ዉስጥ ለመኖሪያ ቤት አመቺ ሰፈር ሰሚት 72 ስፋት 72 ካሬ ሜትር,2023-08-19T15:59:30,2023-08-29T11:41:00,[],♦️             👉    👉    👉 ,,[],[]
604,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,13048,message,የሚሸጥ ፊኒሽንግ የቀረዉ ጂ+3 ቤት ለመኖሪያ አመቺ ቦታ ሰፈር ሰሚት 72 ስፋት 72 ካሬ ሜትር 1 ትልቅ ሳሎን 2 ኪቺን ያለዉ 5 መኝታ ቤት + የሳራተኛ መኝታ አለዉ 4 መታጠቢያ ቤት 2 መኪና ማቆሚያ ያለዉ ሁሉም ክፍሎች ሰፋፍ ነቸዉ,2023-08-19T16:04:17,2023-08-19T21:38:45,[],♦️        👉   👉    👉    👉    👉        👉     👉     👉     👉 ,,[],[]
612,1276529415,ዳዊት ፈጣን የድለላ ስራ,public_supergroup,13060,message,የሚሸጥ ለትሪፊ የሚሆን ቦታ ሁለት መንገድ ያለዉ ቲ/ላይ ጊመሹ ላይ ለ ፎቅ ተጀምሮሃል ጊመሹ ደሞ ባዶ ቦታ ነዉ አጠቃለይ ለ አፓርታማ ባጣም አመቺ የሆነ ቦታ ነዉ ሰፈር አያት አየር መንገድ አካባቢ ስፋት 600 ካሬ ሜትር,2023-08-19T16:43:41,2023-09-09T19:38:05,[],♦️        👉            👉         👉     👉     👉 ,,[],[]
